campaign_id,maker_user_id_hash,title,when_open,start_datetime,end_datetime,product_type,photo_url,nick_name,corp_name,participation_cnt,total_backed_amount,target_amount,achievement_rate,signature_cnt,remaining_day,end_yn,core_message,cust_value_code_nm,advertisement,acid,landing_url,link_url,additional_param,badge_urls,collection_id,maker_club_grade,maker_club_icon_url,is_delivery_available,is_global_shipping_available,has_coupon,category_code,category_name,status,wish_cnt,comment_cnt,positive_comment_cnt,neutral_comment_cnt,negative_comment_cnt,detail_view_cnt,maker_name,biz_model,status_simplified,total_funding_amount,avg_order_amount,wish_to_participation_rate,view_to_participation_rate,negative_rate,positive_rate
397146,m_b8caef5fe02b,노트북 책상을 깔끔하게 만드는 바이브 멀티 허브,2026-04-26T11:59:59+09:00,2026-04-26T11:59:59,2026-06-25T11:59:59,REWARD,https://demo-assets.example.invalid/studio/images/2026/04/397146.jpeg,청연,청연,21,1250000,5000000,25,10,46,0,주변기기 카테고리에서 일상 문제를 해결하는 바이브 프로젝트입니다.,주변기기,False,0,https://demo-source.example.invalid/web/campaign/detail/397146,/web/campaign/detail/397146,,[],,,,True,False,False,B0070,주변기기,success,6,6,3,2,1,5223,청연,REWARD,진행중,1250000,59524,3.5,0.00402067777139575,0.16666666666666666,0.5
402626,m_53f13fbbfb96,출근길 배터리 걱정 없는 초경량 에센셜 보조배터리,2026-04-26T12:59:59+09:00,2026-04-26T12:59:59,2026-06-25T12:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/402626.jpeg,주식회사 온하루,주식회사 온하루,144,1100000,5000000,22,56,46,0,주변기기 카테고리에서 일상 문제를 해결하는 에센셜 프로젝트입니다.,주변기기,False,0,https://demo-source.example.invalid/web/campaign/detail/402626,/web/campaign/detail/402626,,[],,BLUE,,True,False,False,B0070,주변기기,success,20,33,19,11,3,5803,주식회사 온하루,PREORDER,진행중,1100000,7639,7.2,0.02481475099086679,0.09090909090909091,0.5757575757575758
395073,m_8c963a9f33b8,집에서도 가능한 컴팩트 초경량 트레이닝 세트,2026-05-10T07:59:59+09:00,2026-05-10T07:59:59,2026-06-24T07:59:59,REWARD,https://demo-assets.example.invalid/studio/images/2026/04/395073.jpeg,온하루,온하루,142,10800000,20000000,54,54,45,0,스포츠·모빌리티 카테고리에서 일상 문제를 해결하는 초경량 프로젝트입니다.,스포츠·모빌리티,False,0,https://demo-source.example.invalid/web/campaign/detail/395073,/web/campaign/detail/395073,,[],,,,True,False,True,B0160,스포츠·모빌리티,success,23,23,10,9,4,3399,온하루,REWARD,진행중,10800000,76056,6.173913043478261,0.041776993233303916,0.17391304347826086,0.43478260869565216
399525,m_64b2105c55bc,정선 사북의 특별한 이야기를 담은 시그니처 베이커리,2026-05-09T19:59:59+09:00,2026-05-09T19:59:59,2026-06-23T19:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/399525.jpeg,메이커 브레바,메이커 브레바,386,22300000,5000000,446,86,44,0,푸드 카테고리에서 일상 문제를 해결하는 시그니처 프로젝트입니다.,푸드,False,0,https://demo-source.example.invalid/web/campaign/detail/399525,/web/campaign/detail/399525,,[],,,,True,False,False,B0150,푸드,success,24,67,44,14,9,39526,메이커 브레바,PREORDER,진행중,22300000,57772,16.083333333333332,0.009765723827354147,0.13432835820895522,0.6567164179104478
396246,m_a92d38bb4516,매일 들어도 가벼운 생활방수 데일리 백팩,2026-05-09T01:59:59+09:00,2026-05-09T01:59:59,2026-06-23T01:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/396246.jpeg,브랜드 로컬랩,브랜드 로컬랩,12,340000,1000000,34,1,44,0,패션·잡화 카테고리에서 일상 문제를 해결하는 데일리 프로젝트입니다.,패션·잡화,False,0,https://demo-source.example.invalid/web/campaign/detail/396246,/web/campaign/detail/396246,,[],,,,True,False,True,B0170,패션·잡화,success,0,1,1,0,0,1713,브랜드 로컬랩,PREORDER,진행중,340000,28333,0.0,0.0070052539404553416,0.0,1.0
400890,m_bd91222b8f34,출근길 배터리 걱정 없는 초경량 프로 보조배터리,2026-05-07T23:59:59+09:00,2026-05-07T23:59:59,2026-06-21T23:59:59,REWARD,https://demo-assets.example.invalid/studio/images/2026/04/400890.jpeg,브랜드 리디아,브랜드 리디아,229,1800000,5000000,36,102,42,0,주변기기 카테고리에서 일상 문제를 해결하는 프로 프로젝트입니다.,주변기기,False,0,https://demo-source.example.invalid/web/campaign/detail/400890,/web/campaign/detail/400890,,[],,GREEN,,True,False,False,B0070,주변기기,success,39,57,30,18,9,12199,브랜드 리디아,REWARD,진행중,1800000,7860,5.871794871794871,0.018772030494302813,0.15789473684210525,0.5263157894736842
396600,m_95f2907743ee,작은 집도 넓게 쓰는 접이식 컴팩트 수납템,2026-05-05T10:59:59+09:00,2026-05-05T10:59:59,2026-06-19T10:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/396600.jpeg,스튜디오 브레바,스튜디오 브레바,799,67600000,20000000,338,124,40,0,홈리빙 카테고리에서 일상 문제를 해결하는 컴팩트 프로젝트입니다.,홈리빙,False,0,https://demo-source.example.invalid/web/campaign/detail/396600,/web/campaign/detail/396600,,[],,GREEN,,True,False,False,B0120,홈리빙,success,56,81,42,27,12,43234,스튜디오 브레바,PREORDER,진행중,67600000,84606,14.267857142857142,0.01848082527640283,0.14814814814814814,0.5185185185185185
395147,m_f2f775e4c40a,출근길 배터리 걱정 없는 초경량 프리미엄 보조배터리,2026-05-02T15:59:59+09:00,2026-05-02T15:59:59,2026-06-16T15:59:59,REWARD,https://demo-assets.example.invalid/studio/images/2026/04/395147.jpeg,무딕스,무딕스,118,7600000,5000000,152,56,37,0,주변기기 카테고리에서 일상 문제를 해결하는 프리미엄 프로젝트입니다.,주변기기,False,0,https://demo-source.example.invalid/web/campaign/detail/395147,/web/campaign/detail/395147,,[],,,,False,False,True,B0070,주변기기,success,14,27,15,8,4,8817,무딕스,REWARD,진행중,7600000,64407,8.428571428571429,0.013383236928660542,0.14814814814814814,0.5555555555555556
402294,m_e8c5c503ec42,선물하기 좋은 프리미엄 컴팩트 디저트 세트,2026-04-16T02:59:59+09:00,2026-04-16T02:59:59,2026-06-15T02:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/402294.jpeg,스튜디오 리빙온,스튜디오 리빙온,443,18520000,1000000,1852,74,36,0,푸드 카테고리에서 일상 문제를 해결하는 컴팩트 프로젝트입니다.,푸드,False,0,https://demo-source.example.invalid/web/campaign/detail/402294,/web/campaign/detail/402294,,[],,,,True,False,True,B0150,푸드,success,25,59,35,16,8,14810,스튜디오 리빙온,PREORDER,진행중,18520000,41806,17.72,0.029912221471978393,0.13559322033898305,0.5932203389830508
401123,m_8a8f739f8af6,기록 습관을 만드는 감성 클린 다이어리,2026-04-29T22:59:59+09:00,2026-04-29T22:59:59,2026-06-13T22:59:59,REWARD,https://demo-assets.example.invalid/studio/images/2026/04/401123.jpeg,온하루,온하루 컴퍼니,18,1230000,3000000,41,9,34,0,출판 카테고리에서 일상 문제를 해결하는 클린 프로젝트입니다.,출판,False,0,https://demo-source.example.invalid/web/campaign/detail/401123,/web/campaign/detail/401123,,[],,,,True,False,False,B0110,출판,success,5,0,0,0,0,4450,온하루 컴퍼니,REWARD,진행중,1230000,68333,3.6,0.004044943820224719,0.0,0.0
397659,m_bd608296b29c,가죽 장인의 손맛을 담은 미니멀 에센셜 지갑,2026-04-29T08:59:59+09:00,2026-04-29T08:59:59,2026-06-13T08:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/397659.jpeg,스튜디오 루미에르,스튜디오 루미에르,15,1000000,2000000,50,5,34,0,패션·잡화 카테고리에서 일상 문제를 해결하는 에센셜 프로젝트입니다.,패션·잡화,False,0,https://demo-source.example.invalid/web/campaign/detail/397659,/web/campaign/detail/397659,,[],,GREEN,,True,False,False,B0170,패션·잡화,success,1,0,0,0,0,5419,스튜디오 루미에르,PREORDER,진행중,1000000,66667,15.0,0.002768038383465584,0.0,0.0
401548,m_10b1ecf78c22,매일 들어도 가벼운 생활방수 미니 백팩,2026-04-28T23:59:59+09:00,2026-04-28T23:59:59,2026-06-12T23:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/401548.jpeg,브레바,브레바 컴퍼니,50,3000000,3000000,100,24,33,0,패션·잡화 카테고리에서 일상 문제를 해결하는 미니 프로젝트입니다.,패션·잡화,True,0,https://demo-source.example.invalid/web/campaign/detail/401548,/web/campaign/detail/401548,,[],,GREEN,,True,False,True,B0170,패션·잡화,success,11,10,7,0,3,3400,브레바 컴퍼니,PREORDER,진행중,3000000,60000,4.545454545454546,0.014705882352941176,0.3,0.7
398665,m_14a4700d9150,첫째도 둘째도 쓰는 엄마 추천 초경량,2026-04-26T13:59:59+09:00,2026-04-26T13:59:59,2026-06-10T13:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/398665.jpeg,리빙온,리빙온,79,3400000,10000000,34,14,31,0,유아·키즈 카테고리에서 일상 문제를 해결하는 초경량 프로젝트입니다.,유아·키즈,True,0,https://demo-source.example.invalid/web/campaign/detail/398665,/web/campaign/detail/398665,,[],,GREEN,,True,False,False,B0210,유아·키즈,success,6,7,5,2,0,4263,리빙온,PREORDER,진행중,3400000,43038,13.166666666666666,0.018531550551254983,0.0,0.7142857142857143
398131,m_5e52acf198d5,가죽 장인의 손맛을 담은 미니멀 클린 지갑,2026-05-10T19:59:59+09:00,2026-05-10T19:59:59,2026-06-09T19:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/398131.jpeg,주식회사 메디비티,주식회사 메디비티,62,1280000,2000000,64,12,30,0,패션·잡화 카테고리에서 일상 문제를 해결하는 클린 프로젝트입니다.,패션·잡화,False,0,https://demo-source.example.invalid/web/campaign/detail/398131,/web/campaign/detail/398131,,[],,,,True,True,False,B0170,패션·잡화,success,1,10,8,1,1,4675,주식회사 메디비티,PREORDER,진행중,1280000,20645,62.0,0.013262032085561497,0.1,0.8
399942,m_2d7c6edb8be9,러닝 입문자를 위한 스마트 바이브 밴드,2026-05-10T03:59:59+09:00,2026-05-10T03:59:59,2026-06-09T03:59:59,REWARD,https://demo-assets.example.invalid/studio/images/2026/04/399942.jpeg,스튜디오 그린웨이,스튜디오 그린웨이,18,600000,2000000,30,12,30,0,스포츠·모빌리티 카테고리에서 일상 문제를 해결하는 바이브 프로젝트입니다.,스포츠·모빌리티,False,0,https://demo-source.example.invalid/web/campaign/detail/399942,/web/campaign/detail/399942,,[],,,,True,False,False,B0160,스포츠·모빌리티,success,7,6,3,2,1,7479,스튜디오 그린웨이,REWARD,진행중,600000,33333,2.5714285714285716,0.0024067388688327317,0.16666666666666666,0.5
396163,m_719d1875271e,공간 분위기를 바꾸는 호텔식 감성 조명,2026-05-09T23:59:59+09:00,2026-05-09T23:59:59,2026-06-08T23:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/396163.jpeg,브랜드 리빙온,브랜드 리빙온,28,2120000,2000000,106,14,29,0,홈리빙 카테고리에서 일상 문제를 해결하는 감성 프로젝트입니다.,홈리빙,False,0,https://demo-source.example.invalid/web/campaign/detail/396163,/web/campaign/detail/396163,,[],,,,True,False,False,B0120,홈리빙,success,6,8,6,2,0,4386,브랜드 리빙온,PREORDER,진행중,2120000,75714,4.666666666666667,0.006383948928408573,0.0,0.75
400033,m_d32f72028c95,출근룩부터 여행까지 가능한 데일리 슈즈,2026-05-09T01:59:59+09:00,2026-05-09T01:59:59,2026-06-08T01:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/400033.jpeg,브랜드 제로랩,브랜드 제로랩 컴퍼니,23,1210000,1000000,121,4,29,0,패션·잡화 카테고리에서 일상 문제를 해결하는 데일리 프로젝트입니다.,패션·잡화,False,0,https://demo-source.example.invalid/web/campaign/detail/400033,/web/campaign/detail/400033,,[],,BLUE,,True,False,False,B0170,패션·잡화,success,2,6,5,0,1,4425,브랜드 제로랩 컴퍼니,PREORDER,진행중,1210000,52609,11.5,0.00519774011299435,0.16666666666666666,0.8333333333333334
398222,m_9b0e164100a7,반려동물 털 걱정을 줄이는 감성 클리너,2026-04-23T11:59:59+09:00,2026-04-23T11:59:59,2026-06-07T11:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/398222.jpeg,주식회사 로컬랩,주식회사 로컬랩,660,46600000,20000000,233,191,28,0,반려동물 카테고리에서 일상 문제를 해결하는 감성 프로젝트입니다.,반려동물,False,0,https://demo-source.example.invalid/web/campaign/detail/398222,/web/campaign/detail/398222,,[],,,,True,False,True,B0180,반려동물,success,77,77,41,22,14,39140,주식회사 로컬랩,PREORDER,진행중,46600000,70606,8.571428571428571,0.016862544711292796,0.18181818181818182,0.5324675324675324
393266,m_c1417f16f801,하루 10분으로 시작하는 실전 바이브 노트,2026-04-07T07:59:59+09:00,2026-04-07T07:59:59,2026-06-06T07:59:59,REWARD,https://demo-assets.example.invalid/studio/images/2026/04/393266.jpeg,브레바,브레바,13,740000,2000000,37,9,27,0,출판 카테고리에서 일상 문제를 해결하는 바이브 프로젝트입니다.,출판,False,0,https://demo-source.example.invalid/web/campaign/detail/393266,/web/campaign/detail/393266,,[],,,,True,False,False,B0110,출판,success,5,6,4,1,1,4467,브레바,REWARD,진행중,740000,56923,2.6,0.002910230579807477,0.16666666666666666,0.6666666666666666
393515,m_6174da3a5b50,"보이지 않는 바람의 차이, 공간까지 시원한 감성 선풍기",2026-04-21T11:59:59+09:00,2026-04-21T11:59:59,2026-06-05T11:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/393515.jpeg,리디아,리디아 컴퍼니,1819,48850000,5000000,977,267,26,0,테크·가전 카테고리에서 일상 문제를 해결하는 감성 프로젝트입니다.,테크·가전,True,0,https://demo-source.example.invalid/web/campaign/detail/393515,/web/campaign/detail/393515,,[],,BLUE,,True,False,False,B0050,테크·가전,success,118,62,42,15,5,77792,리디아 컴퍼니,PREORDER,진행중,48850000,26855,15.415254237288135,0.023382867132867132,0.08064516129032258,0.6774193548387096
396476,m_3dc4d26c3511,"전 객실 오션뷰 감성 숙소, 초경량 카라반 패키지",2026-04-21T03:59:59+09:00,2026-04-21T03:59:59,2026-06-05T03:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/396476.jpeg,메이커 루미에르,메이커 루미에르,266,21630000,3000000,721,111,26,0,여행·레저 카테고리에서 일상 문제를 해결하는 초경량 프로젝트입니다.,여행·레저,False,0,https://demo-source.example.invalid/web/campaign/detail/396476,/web/campaign/detail/396476,,[],,,,True,False,True,B0140,여행·레저,success,44,47,19,21,7,22597,메이커 루미에르,PREORDER,진행중,21630000,81316,6.045454545454546,0.011771474089480904,0.14893617021276595,0.40425531914893614
394920,m_3763bef9e53b,반려동물 털 걱정을 줄이는 리얼 클리너,2026-05-06T09:59:59+09:00,2026-05-06T09:59:59,2026-06-05T09:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/394920.jpeg,메이커 청연,메이커 청연,95,2900000,10000000,29,29,26,0,반려동물 카테고리에서 일상 문제를 해결하는 리얼 프로젝트입니다.,반려동물,False,0,https://demo-source.example.invalid/web/campaign/detail/394920,/web/campaign/detail/394920,,[],,BLUE,,True,False,False,B0180,반려동물,success,14,22,14,8,0,5708,메이커 청연,PREORDER,진행중,2900000,30526,6.785714285714286,0.016643307638402244,0.0,0.6363636363636364
402859,m_2ac9c80ccd11,하루 10분으로 시작하는 실전 리얼 노트,2026-05-04T14:59:59+09:00,2026-05-04T14:59:59,2026-06-03T14:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/402859.jpeg,스튜디오 리빙온,스튜디오 리빙온,229,12800000,10000000,128,58,24,0,출판 카테고리에서 일상 문제를 해결하는 리얼 프로젝트입니다.,출판,False,0,https://demo-source.example.invalid/web/campaign/detail/402859,/web/campaign/detail/402859,,[],,,,True,False,False,B0110,출판,success,14,52,32,16,4,7578,스튜디오 리빙온,PREORDER,진행중,12800000,55895,16.357142857142858,0.03021905515967274,0.07692307692307693,0.6153846153846154
397019,m_160c1e09f198,매일 들어도 가벼운 생활방수 에센셜 백팩,2026-05-04T17:59:59+09:00,2026-05-04T17:59:59,2026-06-03T17:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/397019.jpeg,브랜드 무딕스,브랜드 무딕스,103,5300000,10000000,53,23,24,0,패션·잡화 카테고리에서 일상 문제를 해결하는 에센셜 프로젝트입니다.,패션·잡화,True,0,https://demo-source.example.invalid/web/campaign/detail/397019,/web/campaign/detail/397019,,[],,,,True,False,False,B0170,패션·잡화,success,14,13,9,3,1,3868,브랜드 무딕스,PREORDER,진행중,5300000,51456,7.357142857142857,0.026628748707342297,0.07692307692307693,0.6923076923076923
398978,m_7a540bc4560c,예민한 피부도 매일 쓰는 저자극 에센셜 세럼,2026-05-04T18:59:59+09:00,2026-05-04T18:59:59,2026-06-03T18:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/398978.jpeg,메이커 리빙온,메이커 리빙온,86,4400000,20000000,22,20,24,0,스킨케어 카테고리에서 일상 문제를 해결하는 에센셜 프로젝트입니다.,스킨케어,False,0,https://demo-source.example.invalid/web/campaign/detail/398978,/web/campaign/detail/398978,,[],,GREEN,,True,False,False,B0190,스킨케어,success,9,15,8,2,5,6879,메이커 리빙온,PREORDER,진행중,4400000,51163,9.555555555555555,0.012501817124582062,0.3333333333333333,0.5333333333333333
394953,m_25bacc46f9ae,도심 속 힐링을 위한 프라이빗 제로 이용권,2026-05-04T12:59:59+09:00,2026-05-04T12:59:59,2026-06-03T12:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/394953.jpeg,제로랩,제로랩,34,1940000,2000000,97,7,24,0,여행·레저 카테고리에서 일상 문제를 해결하는 제로 프로젝트입니다.,여행·레저,False,0,https://demo-source.example.invalid/web/campaign/detail/394953,/web/campaign/detail/394953,,[],,,,True,False,False,B0140,여행·레저,success,6,8,3,4,1,3848,제로랩,PREORDER,진행중,1940000,57059,5.666666666666667,0.008835758835758836,0.125,0.375
399089,m_3985324b544b,"전 객실 오션뷰 감성 숙소, 에센셜 카라반 패키지",2026-04-19T09:59:59+09:00,2026-04-19T09:59:59,2026-06-03T09:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/399089.jpeg,주식회사 포근,주식회사 포근,25,1410000,3000000,47,11,24,0,여행·레저 카테고리에서 일상 문제를 해결하는 에센셜 프로젝트입니다.,여행·레저,False,0,https://demo-source.example.invalid/web/campaign/detail/399089,/web/campaign/detail/399089,,[],,,,True,False,False,B0140,여행·레저,success,9,0,0,0,0,4114,주식회사 포근,PREORDER,진행중,1410000,56400,2.7777777777777777,0.006076810889645114,0.0,0.0
401486,m_d025ccdf7da8,매일 들어도 가벼운 생활방수 프리미엄 백팩,2026-04-19T20:59:59+09:00,2026-04-19T20:59:59,2026-06-03T20:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/401486.jpeg,스튜디오 루미에르,스튜디오 루미에르 컴퍼니,13,1020000,3000000,34,11,24,0,패션·잡화 카테고리에서 일상 문제를 해결하는 프리미엄 프로젝트입니다.,패션·잡화,True,0,https://demo-source.example.invalid/web/campaign/detail/401486,/web/campaign/detail/401486,,[],,,,True,False,False,B0170,패션·잡화,success,3,2,1,1,0,524,스튜디오 루미에르 컴퍼니,PREORDER,진행중,1020000,78462,4.333333333333333,0.02480916030534351,0.0,0.5
394686,m_d0a595bb05e4,기록 습관을 만드는 감성 바이브 다이어리,2026-05-03T13:59:59+09:00,2026-05-03T13:59:59,2026-06-02T13:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/394686.jpeg,주식회사 리디아,주식회사 리디아 컴퍼니,269,16000000,20000000,80,111,23,0,출판 카테고리에서 일상 문제를 해결하는 바이브 프로젝트입니다.,출판,True,0,https://demo-source.example.invalid/web/campaign/detail/394686,/web/campaign/detail/394686,,[],,,,True,False,False,B0110,출판,success,48,44,21,14,9,22161,주식회사 리디아 컴퍼니,PREORDER,진행중,16000000,59480,5.604166666666667,0.012138441406073733,0.20454545454545456,0.4772727272727273
400101,m_590f793b5034,예민한 피부도 매일 쓰는 저자극 올인원 세럼,2026-04-18T08:59:59+09:00,2026-04-18T08:59:59,2026-06-02T08:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/400101.jpeg,리디아,리디아 컴퍼니,219,3800000,10000000,38,60,23,0,스킨케어 카테고리에서 일상 문제를 해결하는 올인원 프로젝트입니다.,스킨케어,False,0,https://demo-source.example.invalid/web/campaign/detail/400101,/web/campaign/detail/400101,,[],,,,True,False,False,B0190,스킨케어,success,16,31,17,7,7,7528,리디아 컴퍼니,PREORDER,진행중,3800000,17352,13.6875,0.029091392136025504,0.22580645161290322,0.5483870967741935
402297,m_5c2aa9f30240,작은 집도 넓게 쓰는 접이식 하이브리드 수납템,2026-05-03T08:59:59+09:00,2026-05-03T08:59:59,2026-06-02T08:59:59,REWARD,https://demo-assets.example.invalid/studio/images/2026/04/402297.jpeg,무딕스,무딕스,16,270000,3000000,9,7,23,0,홈리빙 카테고리에서 일상 문제를 해결하는 하이브리드 프로젝트입니다.,홈리빙,False,0,https://demo-source.example.invalid/web/campaign/detail/402297,/web/campaign/detail/402297,,[],,,,True,False,True,B0120,홈리빙,success,3,2,1,1,0,3571,무딕스,REWARD,진행중,270000,16875,5.333333333333333,0.004480537664519743,0.0,0.5
398782,m_0ed3d1e40951,"오픈형이지만 몰입은 깊게, 노이즈캔슬링 데일리",2026-05-02T08:59:59+09:00,2026-05-02T08:59:59,2026-06-01T08:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/398782.jpeg,유열,유열 컴퍼니,2053,109400000,20000000,547,800,22,0,테크·가전 카테고리에서 일상 문제를 해결하는 데일리 프로젝트입니다.,테크·가전,False,0,https://demo-source.example.invalid/web/campaign/detail/398782,/web/campaign/detail/398782,,[],,,,True,True,False,B0050,테크·가전,success,297,64,39,14,11,84418,유열 컴퍼니,PREORDER,진행중,109400000,53288,6.912457912457913,0.024319457935511383,0.171875,0.609375
401378,m_053b8837c829,예민한 피부도 매일 쓰는 저자극 미니 세럼,2026-04-17T23:59:59+09:00,2026-04-17T23:59:59,2026-06-01T23:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/401378.jpeg,스튜디오 메디비티,스튜디오 메디비티,55,2250000,5000000,45,13,22,0,스킨케어 카테고리에서 일상 문제를 해결하는 미니 프로젝트입니다.,스킨케어,True,0,https://demo-source.example.invalid/web/campaign/detail/401378,/web/campaign/detail/401378,,[],,GREEN,,False,False,False,B0190,스킨케어,success,2,10,3,4,3,5319,스튜디오 메디비티,PREORDER,진행중,2250000,40909,27.5,0.010340289528106787,0.3,0.3
401642,m_321fe9164a1a,노트북 책상을 깔끔하게 만드는 리얼 멀티 허브,2026-04-01T15:59:59+09:00,2026-04-01T15:59:59,2026-05-31T15:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/401642.jpeg,주식회사 리디아,주식회사 리디아,314,3600000,10000000,36,83,21,0,주변기기 카테고리에서 일상 문제를 해결하는 리얼 프로젝트입니다.,주변기기,False,0,https://demo-source.example.invalid/web/campaign/detail/401642,/web/campaign/detail/401642,,[],,GREEN,,True,False,False,B0070,주변기기,success,22,43,26,11,6,15604,주식회사 리디아,PREORDER,진행중,3600000,11465,14.272727272727273,0.020123045372981287,0.13953488372093023,0.6046511627906976
