campaign_id,maker_user_id_hash,title,when_open,start_datetime,end_datetime,product_type,photo_url,nick_name,corp_name,participation_cnt,total_backed_amount,target_amount,achievement_rate,signature_cnt,remaining_day,end_yn,core_message,cust_value_code_nm,advertisement,acid,landing_url,link_url,additional_param,badge_urls,collection_id,maker_club_grade,maker_club_icon_url,is_delivery_available,is_global_shipping_available,has_coupon,category_code,category_name,status
399800,m_7f96b1fa1e65,13층 깊은 보습에 피부 열감까지 내리는 클린 크림,2026-03-27T17:59:59+09:00,2026-03-27T17:59:59,2026-04-17T17:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/399800.jpeg,메이커 브레바,메이커 브레바,168,9500000,10000000,95,36,-23,1,스킨케어 카테고리에서 일상 문제를 해결하는 클린 프로젝트입니다.,스킨케어,False,0,https://demo-source.example.invalid/web/campaign/detail/399800,/web/campaign/detail/399800,,[],,,,True,True,False,B0190,스킨케어,success
398196,m_9424905cb388,공간 분위기를 바꾸는 호텔식 초경량 조명,2026-03-27T18:59:59+09:00,2026-03-27T18:59:59,2026-04-10T18:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/398196.jpeg,스튜디오 무딕스,스튜디오 무딕스,37,2000000,10000000,20,8,-30,1,홈리빙 카테고리에서 일상 문제를 해결하는 초경량 프로젝트입니다.,홈리빙,False,0,https://demo-source.example.invalid/web/campaign/detail/398196,/web/campaign/detail/398196,,[],,,,True,False,True,B0120,홈리빙,success
394880,m_b160fb8f8293,"보이지 않는 바람의 차이, 공간까지 시원한 감성 선풍기",2026-03-27T23:59:59+09:00,2026-03-27T23:59:59,2026-05-11T23:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/394880.jpeg,스튜디오 그린웨이,스튜디오 그린웨이,25,1110000,1000000,111,10,1,0,테크·가전 카테고리에서 일상 문제를 해결하는 감성 프로젝트입니다.,테크·가전,False,0,https://demo-source.example.invalid/web/campaign/detail/394880,/web/campaign/detail/394880,,[],,PURPLE,,True,False,False,B0050,테크·가전,success
401384,m_4048da274086,산책이 편해지는 초경량 감성 리드줄,2026-03-28T08:59:59+09:00,2026-03-28T08:59:59,2026-05-27T08:59:59,REWARD,https://demo-assets.example.invalid/studio/images/2026/04/401384.jpeg,주식회사 메디비티,주식회사 메디비티,40,860000,2000000,43,20,17,0,반려동물 카테고리에서 일상 문제를 해결하는 감성 프로젝트입니다.,반려동물,False,0,https://demo-source.example.invalid/web/campaign/detail/401384,/web/campaign/detail/401384,,[],,BLUE,,True,False,True,B0180,반려동물,success
394367,m_a03ab4835dea,기록 습관을 만드는 감성 제로 다이어리,2026-03-28T12:59:59+09:00,2026-03-28T12:59:59,2026-04-18T12:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/394367.jpeg,스튜디오 제로랩,스튜디오 제로랩,50,2450000,5000000,49,20,-22,1,출판 카테고리에서 일상 문제를 해결하는 제로 프로젝트입니다.,출판,False,0,https://demo-source.example.invalid/web/campaign/detail/394367,/web/campaign/detail/394367,,[],,,,True,False,False,B0110,출판,success
394052,m_3de04f29c114,출근길 배터리 걱정 없는 초경량 에센셜 보조배터리,2026-03-28T19:59:59+09:00,2026-03-28T19:59:59,2026-04-11T19:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/394052.jpeg,주식회사 브레바,주식회사 브레바,189,10600000,20000000,53,28,-29,1,주변기기 카테고리에서 일상 문제를 해결하는 에센셜 프로젝트입니다.,주변기기,False,0,https://demo-source.example.invalid/web/campaign/detail/394052,/web/campaign/detail/394052,,[],,PURPLE,,True,True,False,B0070,주변기기,success
397605,m_a802d4a6319d,피부의 기초 상태를 바꾸는 스마트 앰플+크림세트,2026-03-28T19:59:59+09:00,2026-03-28T19:59:59,2026-04-27T19:59:59,REWARD,https://demo-assets.example.invalid/studio/images/2026/04/397605.jpeg,주식회사 로컬랩,주식회사 로컬랩,108,9670000,1000000,967,35,-13,1,스킨케어 카테고리에서 일상 문제를 해결하는 스마트 프로젝트입니다.,스킨케어,True,0,https://demo-source.example.invalid/web/campaign/detail/397605,/web/campaign/detail/397605,,[],,GREEN,,True,True,False,B0190,스킨케어,success
395003,m_2ba48e63563f,"여름 출산 준비 필수템, 부드러운 시그니처 세트",2026-03-29T07:59:59+09:00,2026-03-29T07:59:59,2026-04-12T07:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/395003.jpeg,주식회사 두이즈,주식회사 두이즈,716,5700000,10000000,57,242,-28,1,유아·키즈 카테고리에서 일상 문제를 해결하는 시그니처 프로젝트입니다.,유아·키즈,False,0,https://demo-source.example.invalid/web/campaign/detail/395003,/web/campaign/detail/395003,,[],,,,True,False,False,B0210,유아·키즈,success
396873,m_a93909aa5cd2,집에서도 가능한 컴팩트 하이브리드 트레이닝 세트,2026-03-29T14:59:59+09:00,2026-03-29T14:59:59,2026-04-28T14:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/396873.jpeg,메이커 사북상회,메이커 사북상회,2172,115600000,20000000,578,448,-12,1,스포츠·모빌리티 카테고리에서 일상 문제를 해결하는 하이브리드 프로젝트입니다.,스포츠·모빌리티,False,0,https://demo-source.example.invalid/web/campaign/detail/396873,/web/campaign/detail/396873,,[],,,,True,False,True,B0160,스포츠·모빌리티,success
393166,m_dca7df5e5db5,노트북 책상을 깔끔하게 만드는 스마트 멀티 허브,2026-03-29T17:59:59+09:00,2026-03-29T17:59:59,2026-04-12T17:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/393166.jpeg,주식회사 청연,주식회사 청연,80,1960000,2000000,98,26,-28,1,주변기기 카테고리에서 일상 문제를 해결하는 스마트 프로젝트입니다.,주변기기,False,0,https://demo-source.example.invalid/web/campaign/detail/393166,/web/campaign/detail/393166,,[],,,,True,False,False,B0070,주변기기,success
399317,m_82190bbb6dd6,"축축한 욕실 이제 안녕, 초강력 시그니처 욕실템",2026-03-29T20:59:59+09:00,2026-03-29T20:59:59,2026-04-28T20:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/399317.jpeg,주식회사 로컬랩,주식회사 로컬랩,6298,214800000,20000000,1074,994,-12,1,홈리빙 카테고리에서 일상 문제를 해결하는 시그니처 프로젝트입니다.,홈리빙,True,0,https://demo-source.example.invalid/web/campaign/detail/399317,/web/campaign/detail/399317,,[],,GREEN,,True,False,False,B0120,홈리빙,success
398151,m_b0545a431d4e,피부의 기초 상태를 바꾸는 프리미엄 앰플+크림세트,2026-03-29T23:59:59+09:00,2026-03-29T23:59:59,2026-04-28T23:59:59,REWARD,https://demo-assets.example.invalid/studio/images/2026/04/398151.jpeg,주식회사 사북상회,주식회사 사북상회,246,11400000,20000000,57,91,-12,1,스킨케어 카테고리에서 일상 문제를 해결하는 프리미엄 프로젝트입니다.,스킨케어,False,0,https://demo-source.example.invalid/web/campaign/detail/398151,/web/campaign/detail/398151,,[],,,,True,False,False,B0190,스킨케어,success
402035,m_831d00a63771,반려동물 털 걱정을 줄이는 바이브 클리너,2026-03-30T04:59:59+09:00,2026-03-30T04:59:59,2026-04-13T04:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/402035.jpeg,주식회사 리디아,주식회사 리디아 컴퍼니,1632,89600000,20000000,448,447,-27,1,반려동물 카테고리에서 일상 문제를 해결하는 바이브 프로젝트입니다.,반려동물,False,0,https://demo-source.example.invalid/web/campaign/detail/402035,/web/campaign/detail/402035,,[],,,,True,False,False,B0180,반려동물,success
399901,m_225a22125b7b,정선 사북의 특별한 이야기를 담은 프리미엄 베이커리,2026-03-30T07:59:59+09:00,2026-03-30T07:59:59,2026-05-29T07:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/399901.jpeg,브랜드 리디아,브랜드 리디아,60,3900000,5000000,78,25,19,0,푸드 카테고리에서 일상 문제를 해결하는 프리미엄 프로젝트입니다.,푸드,True,0,https://demo-source.example.invalid/web/campaign/detail/399901,/web/campaign/detail/399901,,[],,BLUE,,True,False,False,B0150,푸드,success
393292,m_0342f0ff379d,반려동물 털 걱정을 줄이는 올인원 클리너,2026-03-30T08:59:59+09:00,2026-03-30T08:59:59,2026-04-29T08:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/393292.jpeg,주식회사 루미에르,주식회사 루미에르,3926,244800000,20000000,1224,1405,-11,1,반려동물 카테고리에서 일상 문제를 해결하는 올인원 프로젝트입니다.,반려동물,False,0,https://demo-source.example.invalid/web/campaign/detail/393292,/web/campaign/detail/393292,,[],,,,True,False,False,B0180,반려동물,success
398388,m_350080b0ae06,첫째도 둘째도 쓰는 엄마 추천 컴팩트,2026-03-30T09:59:59+09:00,2026-03-30T09:59:59,2026-04-13T09:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/398388.jpeg,제로랩,제로랩,23,1000000,10000000,10,8,-27,1,유아·키즈 카테고리에서 일상 문제를 해결하는 컴팩트 프로젝트입니다.,유아·키즈,False,0,https://demo-source.example.invalid/web/campaign/detail/398388,/web/campaign/detail/398388,,[],,,,True,True,True,B0210,유아·키즈,success
395376,m_2c5eb56efce8,공간 분위기를 바꾸는 호텔식 리얼 조명,2026-03-30T09:59:59+09:00,2026-03-30T09:59:59,2026-04-13T09:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/395376.jpeg,스튜디오 제로랩,스튜디오 제로랩,64,3250000,5000000,65,16,-27,1,홈리빙 카테고리에서 일상 문제를 해결하는 리얼 프로젝트입니다.,홈리빙,False,0,https://demo-source.example.invalid/web/campaign/detail/395376,/web/campaign/detail/395376,,[],,,,True,True,False,B0120,홈리빙,success
396159,m_4071788901ac,"전 객실 오션뷰 감성 숙소, 리얼 카라반 패키지",2026-03-30T17:59:59+09:00,2026-03-30T17:59:59,2026-04-20T17:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/396159.jpeg,메이커 유열,메이커 유열 컴퍼니,5,0,1000000,0,6,-20,1,여행·레저 카테고리에서 일상 문제를 해결하는 리얼 프로젝트입니다.,여행·레저,False,0,https://demo-source.example.invalid/web/campaign/detail/396159,/web/campaign/detail/396159,,[],,,,True,False,False,B0140,여행·레저,success
395740,m_51f52eb2b590,첫째도 둘째도 쓰는 엄마 추천 초경량,2026-03-30T19:59:59+09:00,2026-03-30T19:59:59,2026-04-20T19:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/395740.jpeg,주식회사 루미에르,주식회사 루미에르,935,28000000,20000000,140,150,-20,1,유아·키즈 카테고리에서 일상 문제를 해결하는 초경량 프로젝트입니다.,유아·키즈,True,0,https://demo-source.example.invalid/web/campaign/detail/395740,/web/campaign/detail/395740,,[],,,,False,False,True,B0210,유아·키즈,success
398527,m_45b3a6f0c941,정선 사북의 특별한 이야기를 담은 시그니처 베이커리,2026-03-30T20:59:59+09:00,2026-03-30T20:59:59,2026-05-14T20:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/398527.jpeg,메이커 그린웨이,메이커 그린웨이,59,1900000,2000000,95,34,4,0,푸드 카테고리에서 일상 문제를 해결하는 시그니처 프로젝트입니다.,푸드,False,0,https://demo-source.example.invalid/web/campaign/detail/398527,/web/campaign/detail/398527,,[],,,,True,False,True,B0150,푸드,success
399275,m_f31172e20856,예민한 아이도 잘 먹는 제로 간식,2026-03-31T02:59:59+09:00,2026-03-31T02:59:59,2026-04-30T02:59:59,REWARD,https://demo-assets.example.invalid/studio/images/2026/04/399275.jpeg,스튜디오 청연,스튜디오 청연,97,8400000,20000000,42,39,-10,1,반려동물 카테고리에서 일상 문제를 해결하는 제로 프로젝트입니다.,반려동물,False,0,https://demo-source.example.invalid/web/campaign/detail/399275,/web/campaign/detail/399275,,[],,,,True,False,False,B0180,반려동물,success
400565,m_35d54d6d0459,출근룩부터 여행까지 가능한 감성 슈즈,2026-03-31T03:59:59+09:00,2026-03-31T03:59:59,2026-04-30T03:59:59,REWARD,https://demo-assets.example.invalid/studio/images/2026/04/400565.jpeg,주식회사 두이즈,주식회사 두이즈 컴퍼니,845,66400000,5000000,1328,299,-10,1,패션·잡화 카테고리에서 일상 문제를 해결하는 감성 프로젝트입니다.,패션·잡화,False,0,https://demo-source.example.invalid/web/campaign/detail/400565,/web/campaign/detail/400565,,[],,BLUE,,True,False,True,B0170,패션·잡화,success
402201,m_a39cad5141d2,가볍게 떠나는 주말 캠핑용 제로 세트,2026-03-31T12:59:59+09:00,2026-03-31T12:59:59,2026-04-14T12:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/402201.jpeg,스튜디오 유열,스튜디오 유열 컴퍼니,197,8200000,5000000,164,79,-26,1,여행·레저 카테고리에서 일상 문제를 해결하는 제로 프로젝트입니다.,여행·레저,False,0,https://demo-source.example.invalid/web/campaign/detail/402201,/web/campaign/detail/402201,,[],,,,False,False,False,B0140,여행·레저,success
394558,m_31d32f8857e6,초보자를 위한 친절한 하이브리드 가이드북,2026-03-31T15:59:59+09:00,2026-03-31T15:59:59,2026-04-21T15:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/394558.jpeg,메이커 루미에르,메이커 루미에르,183,7600000,5000000,152,41,-19,1,출판 카테고리에서 일상 문제를 해결하는 하이브리드 프로젝트입니다.,출판,False,0,https://demo-source.example.invalid/web/campaign/detail/394558,/web/campaign/detail/394558,,[],,GREEN,,True,False,False,B0110,출판,success
397931,m_0891b4d22509,반려동물 털 걱정을 줄이는 감성 클리너,2026-03-31T16:59:59+09:00,2026-03-31T16:59:59,2026-04-21T16:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/397931.jpeg,주식회사 유열,주식회사 유열 컴퍼니,234,4800000,3000000,160,62,-19,1,반려동물 카테고리에서 일상 문제를 해결하는 감성 프로젝트입니다.,반려동물,False,0,https://demo-source.example.invalid/web/campaign/detail/397931,/web/campaign/detail/397931,,[],,,,False,False,True,B0180,반려동물,success
400144,m_688b57142601,"전 객실 오션뷰 감성 숙소, 바이브 카라반 패키지",2026-04-01T08:59:59+09:00,2026-04-01T08:59:59,2026-05-01T08:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/400144.jpeg,리디아,리디아,134,1020000,3000000,34,33,-9,1,여행·레저 카테고리에서 일상 문제를 해결하는 바이브 프로젝트입니다.,여행·레저,True,0,https://demo-source.example.invalid/web/campaign/detail/400144,/web/campaign/detail/400144,,[],,,,True,False,False,B0140,여행·레저,success
393076,m_cf238306f256,"보이지 않는 바람의 차이, 공간까지 시원한 데일리 선풍기",2026-04-01T12:59:59+09:00,2026-04-01T12:59:59,2026-04-22T12:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/393076.jpeg,주식회사 온하루,주식회사 온하루,110,4600000,20000000,23,25,-18,1,테크·가전 카테고리에서 일상 문제를 해결하는 데일리 프로젝트입니다.,테크·가전,False,0,https://demo-source.example.invalid/web/campaign/detail/393076,/web/campaign/detail/393076,,[],,,,True,False,False,B0050,테크·가전,success
401642,m_321fe9164a1a,노트북 책상을 깔끔하게 만드는 리얼 멀티 허브,2026-04-01T15:59:59+09:00,2026-04-01T15:59:59,2026-05-31T15:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/401642.jpeg,주식회사 리디아,주식회사 리디아,314,3600000,10000000,36,83,21,0,주변기기 카테고리에서 일상 문제를 해결하는 리얼 프로젝트입니다.,주변기기,False,0,https://demo-source.example.invalid/web/campaign/detail/401642,/web/campaign/detail/401642,,[],,GREEN,,True,False,False,B0070,주변기기,success
395639,m_f024aa08c728,첫째도 둘째도 쓰는 엄마 추천 미니,2026-04-01T20:59:59+09:00,2026-04-01T20:59:59,2026-04-15T20:59:59,REWARD,https://demo-assets.example.invalid/studio/images/2026/04/395639.jpeg,메이커 루미에르,메이커 루미에르,478,3810000,3000000,127,176,-25,1,유아·키즈 카테고리에서 일상 문제를 해결하는 미니 프로젝트입니다.,유아·키즈,False,0,https://demo-source.example.invalid/web/campaign/detail/395639,/web/campaign/detail/395639,,[],,BLUE,,True,False,False,B0210,유아·키즈,success
401953,m_949beac6e295,"보이지 않는 바람의 차이, 공간까지 시원한 바이브 선풍기",2026-04-01T23:59:59+09:00,2026-04-01T23:59:59,2026-04-15T23:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/401953.jpeg,메이커 두이즈,메이커 두이즈,1131,35000000,20000000,175,334,-25,1,테크·가전 카테고리에서 일상 문제를 해결하는 바이브 프로젝트입니다.,테크·가전,False,0,https://demo-source.example.invalid/web/campaign/detail/401953,/web/campaign/detail/401953,,[],,,,True,True,False,B0050,테크·가전,success
398137,m_8eff607765d7,"아침 3분 완성, 진한 풍미의 제로 간편식",2026-04-02T08:59:59+09:00,2026-04-02T08:59:59,2026-05-02T08:59:59,REWARD,https://demo-assets.example.invalid/studio/images/2026/04/398137.jpeg,스튜디오 유열,스튜디오 유열,17,870000,3000000,29,12,-8,1,푸드 카테고리에서 일상 문제를 해결하는 제로 프로젝트입니다.,푸드,False,0,https://demo-source.example.invalid/web/campaign/detail/398137,/web/campaign/detail/398137,,[],,BLUE,,True,False,False,B0150,푸드,success
393483,m_b14aa804ce43,물끓임 필요 없는 셀프히팅 클린 머신,2026-04-02T11:59:59+09:00,2026-04-02T11:59:59,2026-04-23T11:59:59,REWARD,https://demo-assets.example.invalid/studio/images/2026/04/393483.jpeg,아이무드,아이무드,91,3100000,10000000,31,29,-17,1,테크·가전 카테고리에서 일상 문제를 해결하는 클린 프로젝트입니다.,테크·가전,False,0,https://demo-source.example.invalid/web/campaign/detail/393483,/web/campaign/detail/393483,,[],,,,True,False,False,B0050,테크·가전,success
402770,m_ca64c3f6cc19,"전 객실 오션뷰 감성 숙소, 클린 카라반 패키지",2026-04-02T12:59:59+09:00,2026-04-02T12:59:59,2026-04-23T12:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/402770.jpeg,메이커 로컬랩,메이커 로컬랩,84,870000,3000000,29,15,-17,1,여행·레저 카테고리에서 일상 문제를 해결하는 클린 프로젝트입니다.,여행·레저,False,0,https://demo-source.example.invalid/web/campaign/detail/402770,/web/campaign/detail/402770,,[],,PURPLE,,True,False,False,B0140,여행·레저,success
398219,m_5383890abbbe,가죽 장인의 손맛을 담은 미니멀 하이브리드 지갑,2026-04-02T20:59:59+09:00,2026-04-02T20:59:59,2026-04-23T20:59:59,REWARD,https://demo-assets.example.invalid/studio/images/2026/04/398219.jpeg,스튜디오 사북상회,스튜디오 사북상회,8,300000,1000000,30,6,-17,1,패션·잡화 카테고리에서 일상 문제를 해결하는 하이브리드 프로젝트입니다.,패션·잡화,False,0,https://demo-source.example.invalid/web/campaign/detail/398219,/web/campaign/detail/398219,,[],,BLUE,,True,False,True,B0170,패션·잡화,success
399436,m_fa492dc6083d,러닝 입문자를 위한 스마트 미니 밴드,2026-04-03T02:59:59+09:00,2026-04-03T02:59:59,2026-04-24T02:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/399436.jpeg,스튜디오 브레바,스튜디오 브레바,189,7600000,20000000,38,64,-16,1,스포츠·모빌리티 카테고리에서 일상 문제를 해결하는 미니 프로젝트입니다.,스포츠·모빌리티,False,0,https://demo-source.example.invalid/web/campaign/detail/399436,/web/campaign/detail/399436,,[],,,,True,True,False,B0160,스포츠·모빌리티,success
401691,m_3b4fc9aea116,물끓임 필요 없는 셀프히팅 하이브리드 머신,2026-04-03T04:59:59+09:00,2026-04-03T04:59:59,2026-05-03T04:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/401691.jpeg,브랜드 제로랩,브랜드 제로랩,10,900000,2000000,45,6,-7,1,테크·가전 카테고리에서 일상 문제를 해결하는 하이브리드 프로젝트입니다.,테크·가전,False,0,https://demo-source.example.invalid/web/campaign/detail/401691,/web/campaign/detail/401691,,[],,PURPLE,,True,False,False,B0050,테크·가전,success
399272,m_a252bd6c7988,"오픈형이지만 몰입은 깊게, 노이즈캔슬링 시그니처",2026-04-03T07:59:59+09:00,2026-04-03T07:59:59,2026-04-24T07:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/399272.jpeg,메이커 로컬랩,메이커 로컬랩 컴퍼니,453,28600000,20000000,143,114,-16,1,테크·가전 카테고리에서 일상 문제를 해결하는 시그니처 프로젝트입니다.,테크·가전,False,0,https://demo-source.example.invalid/web/campaign/detail/399272,/web/campaign/detail/399272,,[],,,,True,False,False,B0050,테크·가전,success
395833,m_70266c20f9a8,"여름 출산 준비 필수템, 부드러운 프로 세트",2026-04-03T12:59:59+09:00,2026-04-03T12:59:59,2026-04-24T12:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/395833.jpeg,무딕스,무딕스,23,780000,2000000,39,8,-16,1,유아·키즈 카테고리에서 일상 문제를 해결하는 프로 프로젝트입니다.,유아·키즈,False,0,https://demo-source.example.invalid/web/campaign/detail/395833,/web/campaign/detail/395833,,[],,,,True,False,True,B0210,유아·키즈,success
401781,m_8a35855bd965,꽂는 순간 숫자로 보이는 충전 속도ㅣ시그니처 LED 케이블,2026-04-03T20:59:59+09:00,2026-04-03T20:59:59,2026-04-24T20:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/401781.jpeg,스튜디오 그린웨이,스튜디오 그린웨이,467,13100000,10000000,131,82,-16,1,주변기기 카테고리에서 일상 문제를 해결하는 시그니처 프로젝트입니다.,주변기기,False,0,https://demo-source.example.invalid/web/campaign/detail/401781,/web/campaign/detail/401781,,[],,,,True,False,False,B0070,주변기기,success
395714,m_7e60b49ed074,노트북 책상을 깔끔하게 만드는 컴팩트 멀티 허브,2026-04-03T20:59:59+09:00,2026-04-03T20:59:59,2026-04-17T20:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/395714.jpeg,주식회사 그린웨이,주식회사 그린웨이,22,1080000,2000000,54,11,-23,1,주변기기 카테고리에서 일상 문제를 해결하는 컴팩트 프로젝트입니다.,주변기기,False,0,https://demo-source.example.invalid/web/campaign/detail/395714,/web/campaign/detail/395714,,[],,GREEN,,True,False,False,B0070,주변기기,success
400130,m_e4be6e1dd242,하루 10분으로 시작하는 실전 데일리 노트,2026-04-03T23:59:59+09:00,2026-04-03T23:59:59,2026-05-18T23:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/400130.jpeg,브랜드 유열,브랜드 유열,18,460000,2000000,23,6,8,0,출판 카테고리에서 일상 문제를 해결하는 데일리 프로젝트입니다.,출판,True,0,https://demo-source.example.invalid/web/campaign/detail/400130,/web/campaign/detail/400130,,[],,,,False,False,True,B0110,출판,success
402433,m_2f4f63beac4d,반려동물 털 걱정을 줄이는 감성 클리너,2026-04-04T04:59:59+09:00,2026-04-04T04:59:59,2026-05-19T04:59:59,REWARD,https://demo-assets.example.invalid/studio/images/2026/04/402433.jpeg,메이커 포근,메이커 포근,161,5300000,10000000,53,69,9,0,반려동물 카테고리에서 일상 문제를 해결하는 감성 프로젝트입니다.,반려동물,False,0,https://demo-source.example.invalid/web/campaign/detail/402433,/web/campaign/detail/402433,,[],,,,True,False,False,B0180,반려동물,success
401092,m_c3e11d9b0276,물끓임 필요 없는 셀프히팅 스마트 머신,2026-04-04T09:59:59+09:00,2026-04-04T09:59:59,2026-04-18T09:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/401092.jpeg,브랜드 브레바,브랜드 브레바,94,750000,1000000,75,28,-22,1,테크·가전 카테고리에서 일상 문제를 해결하는 스마트 프로젝트입니다.,테크·가전,False,0,https://demo-source.example.invalid/web/campaign/detail/401092,/web/campaign/detail/401092,,[],,,,True,False,False,B0050,테크·가전,success
397097,m_f7761e946482,작은 집도 넓게 쓰는 접이식 프리미엄 수납템,2026-04-04T10:59:59+09:00,2026-04-04T10:59:59,2026-05-04T10:59:59,PREORDER,https://demo-assets.example.invalid/studio/images/2026/04/397097.jpeg,메이커 루미에르,메이커 루미에르,25,1750000,1000000,175,12,-6,1,홈리빙 카테고리에서 일상 문제를 해결하는 프리미엄 프로젝트입니다.,홈리빙,False,0,https://demo-source.example.invalid/web/campaign/detail/397097,/web/campaign/detail/397097,,[],,GREEN,,True,False,False,B0120,홈리빙,success
